MOIS,THEMATIQUES,TF1,France_2,France_3,Canal_plus,Arte
juin-17,Politique_France,145,158,102,0,35
juin-17,Santé,11,5,8,0,4
juin-17,Sciences et techniques,17,13,5,0,11
juin-17,Société,36,42,24,0,21
juin-17,Sport,26,29,13,0,1
juil.-17,Catastrophes,63,59,47,0,3
juil.-17,Culture_loisirs,44,13,22,0,24
juil.-17,Economie,68,84,39,0,13
juil.-17,Education,13,9,6,0,1
juil.-17,Environnement,29,20,19,0,15
juil.-17,Faits divers,2,3,1,0,1
juil.-17,Histoire_hommages,16,18,12,0,11
juil.-17,International,34,51,33,0,121
juil.-17,Justice,13,17,14,0,8
juil.-17,Politique_France,87,87,61,0,13
juil.-17,Santé,10,1,11,0,8
juil.-17,Sciences et techniques,14,4,5,0,8
juil.-17,Société,64,71,48,0,17
juil.-17,Sport,33,44,40,0,2
août-17,Catastrophes,50,48,68,0,17
août-17,Culture_loisirs,56,41,24,0,34
août-17,Economie,78,89,42,0,16
août-17,Education,28,12,11,0,0
août-17,Environnement,46,24,15,0,14
août-17,Faits divers,14,21,23,0,3
août-17,Histoire_hommages,15,13,21,0,13
août-17,International,74,116,76,0,173
août-17,Justice,6,8,8,0,13
août-17,Politique_France,69,71,58,0,7
août-17,Santé,31,26,20,0,9
août-17,Sciences et techniques,12,9,8,0,9
août-17,Société,101,94,65,0,28
août-17,Sport,45,42,43,0,4
sept.-17,Catastrophes,103,92,95,16,20
sept.-17,Culture_loisirs,29,19,22,2,21
sept.-17,Economie,58,68,55,13,7
sept.-17,Education,23,10,8,2,3
sept.-17,Environnement,19,17,21,3,9
sept.-17,Faits divers,13,9,18,5,0
sept.-17,Histoire_hommages,6,7,6,2,6
sept.-17,International,45,73,36,25,146
sept.-17,Justice,10,9,7,3,7
sept.-17,Politique_France,33,43,28,16,7
sept.-17,Santé,20,7,12,1,4
sept.-17,Sciences et techniques,11,7,4,2,4
sept.-17,Société,80,93,61,21,26
sept.-17,Sport,40,28,15,9,0
oct.-17,Catastrophes,25,33,28,5,8
oct.-17,Culture_loisirs,43,25,24,6,28
oct.-17,Economie,72,82,55,17,7
oct.-17,Education,20,14,6,2,1
oct.-17,Environnement,16,25,16,6,5
oct.-17,Faits divers,32,33,41,13,10
oct.-17,Histoire_hommages,9,10,8,6,5
oct.-17,International,85,126,69,27,168
oct.-17,Justice,21,24,34,14,10
oct.-17,Politique_France,55,79,68,15,12
oct.-17,Santé,19,25,20,3,8
oct.-17,Sciences et techniques,18,9,5,5,17
oct.-17,Société,98,111,71,23,40
oct.-17,Sport,31,15,9,5,0
nov.-17,Catastrophes,13,16,21,9,4
nov.-17,Culture_loisirs,36,16,12,8,22
nov.-17,Economie,57,80,47,10,8
nov.-17,Education,16,5,10,4,4
nov.-17,Environnement,27,19,14,6,23
nov.-17,Faits divers,21,20,26,4,4
nov.-17,Histoire_hommages,9,10,7,3,7
nov.-17,International,52,64,29,32,94
nov.-17,Justice,19,29,21,8,15
nov.-17,Politique_France,40,62,41,14,5
nov.-17,Santé,22,20,20,7,8
nov.-17,Sciences et techniques,14,5,9,1,7
nov.-17,Société,85,90,67,19,30
nov.-17,Sport,31,22,26,5,1
déc.-17,Catastrophes,60,53,60,8,4
déc.-17,Culture_loisirs,32,16,20,2,18
déc.-17,Economie,63,69,30,6,14
déc.-17,Education,12,5,4,2,0
déc.-17,Environnement,17,28,8,6,9
déc.-17,Faits divers,16,12,28,5,2
déc.-17,Histoire_hommages,66,55,47,5,5
déc.-17,International,34,90,31,25,138
déc.-17,Justice,5,7,14,2,6
déc.-17,Politique_France,34,55,37,12,11
déc.-17,Santé,17,17,20,0,3
déc.-17,Sciences et techniques,7,6,3,5,12
déc.-17,Société,87,82,67,11,28
déc.-17,Sport,24,15,12,5,1
janv.-18,Catastrophes,103,107,115,8,2
janv.-18,Culture_loisirs,45,31,26,7,25
janv.-18,Economie,59,75,38,14,11
janv.-18,Education,16,11,4,2,4
janv.-18,Environnement,42,47,18,9,12
janv.-18,Faits divers,18,23,22,4,4
janv.-18,Histoire_hommages,17,22,12,2,11
janv.-18,International,38,66,33,20,140
janv.-18,Justice,20,30,22,5,8
janv.-18,Politique_France,74,82,68,13,17
janv.-18,Santé,31,22,23,6,13
janv.-18,Sciences et techniques,19,7,5,3,13
janv.-18,Société,98,83,65,23,34
janv.-18,Sport,31,14,15,4,1
févr.-18,Catastrophes,99,55,55,10,2
févr.-18,Culture_loisirs,20,21,23,9,21
févr.-18,Economie,65,60,38,7,11
févr.-18,Education,14,8,2,1,1
févr.-18,Environnement,34,30,31,6,7
févr.-18,Faits divers,30,25,31,5,8
févr.-18,Histoire_hommages,3,4,2,0,9
févr.-18,International,32,70,25,18,120
févr.-18,Justice,31,33,30,14,10
févr.-18,Politique_France,40,66,45,18,12
févr.-18,Santé,17,9,10,0,3
févr.-18,Sciences et techniques,14,3,2,6,10
févr.-18,Société,73,67,44,18,19
févr.-18,Sport,39,48,26,16,2
mars-18,Catastrophes,20,12,19,3,1
mars-18,Culture_loisirs,25,25,20,5,26
mars-18,Economie,39,45,30,6,9
mars-18,Education,12,9,9,5,0
mars-18,Environnement,25,20,21,4,9
mars-18,Faits divers,21,18,17,8,7
mars-18,Histoire_hommages,9,5,4,3,4
mars-18,International,62,98,51,23,134
mars-18,Justice,37,27,34,6,6
mars-18,Politique_France,73,75,58,13,13
mars-18,Santé,13,18,8,2,2
mars-18,Sciences et techniques,20,10,3,4,11
mars-18,Société,93,113,85,25,26
mars-18,Sport,23,17,13,7,0
avr.-18,Catastrophes,14,14,14,2,1
avr.-18,Culture_loisirs,17,18,18,4,25
avr.-18,Economie,47,33,27,5,7
avr.-18,Education,23,17,11,4,6
avr.-18,Environnement,22,19,11,1,7
avr.-18,Faits divers,21,12,20,5,6
avr.-18,Histoire_hommages,10,9,12,5,7
avr.-18,International,51,77,34,18,105
avr.-18,Justice,16,20,11,7,11
avr.-18,Politique_France,47,55,56,14,15
avr.-18,Santé,15,15,10,1,4
avr.-18,Sciences et techniques,15,2,3,8,12
avr.-18,Société,154,177,140,28,40
avr.-18,Sport,14,21,7,5,0
mai-18,Catastrophes,33,32,25,4,4
mai-18,Culture_loisirs,25,34,31,13,35
mai-18,Economie,62,69,38,4,10
mai-18,Education,23,18,8,6,4
mai-18,Environnement,28,17,20,2,13
mai-18,Faits divers,29,30,38,7,4
mai-18,Histoire_hommages,10,20,14,3,7
mai-18,International,70,95,41,36,156
mai-18,Justice,9,23,14,6,6
mai-18,Politique_France,49,54,55,10,15
mai-18,Santé,16,17,10,7,12
mai-18,Sciences et techniques,17,4,2,3,8
mai-18,Société,170,169,112,28,39
mai-18,Sport,37,30,15,6,0
juin-18,Catastrophes,35,39,53,5,5
juin-18,Culture_loisirs,17,20,15,4,20
juin-18,Economie,41,61,32,11,8
juin-18,Education,12,9,8,3,3
juin-18,Environnement,17,38,18,4,7
juin-18,Faits divers,15,15,24,7,4
juin-18,Histoire_hommages,6,10,6,3,4
juin-18,International,65,97,53,17,137
juin-18,Justice,14,17,16,3,8
juin-18,Politique_France,24,41,29,6,8
juin-18,Santé,12,9,9,1,6
juin-18,Sciences et techniques,10,7,5,4,6
juin-18,Société,72,87,64,12,26
juin-18,Sport,117,53,45,14,4
